sorted_gene_pair,A1,A2,A1_entrez,A2_entrez,SL,min_sequence_identity,closest,WGD,family_size,cds_length_ratio,shared_domains,has_pombe_ortholog,has_essential_pombe_ortholog,has_cerevisiae_ortholog,has_essential_cerevisiae_ortholog,conservation_score,mean_age,either_in_complex,mean_complex_essentiality,colocalisation,interact,n_total_ppi,fet_ppi_overlap,shared_ppi_mean_essentiality,gtex_spearman_corr,gtex_min_mean_expr,gtex_max_mean_expr
OAS2_OAS3,OAS2,OAS3,4939,4940,False,0.304508,True,False,4,0.668199,1.0,False,False,False,False,2,176.1,False,0.0,0.0,False,51,0.0,0.0,0.788792,8.426281,8.573929
ODF2_ODF2L,ODF2,ODF2L,4957,57489,False,0.207479,True,True,2,0.76747,0.0,False,False,False,False,4,601.6,False,0.0,0.0,True,149,8.316546,0.180537,0.714356,7.692889,25.805672
OGFR_OGFRL1,OGFR,OGFRL1,11054,79627,False,0.206795,True,True,2,0.666667,0.5,False,False,False,False,4,454.6,False,0.0,0.5,False,22,2.924561,0.374512,0.313094,17.937557,34.440981
OLFML1_OLFML3,OLFML1,OLFML3,283298,56944,False,0.32266,True,True,9,0.990172,1.0,False,False,False,False,5,407.9,False,0.0,0.0,False,8,0.0,0.0,0.845716,13.728058,47.8003
OLFML2A_OLFML2B,OLFML2A,OLFML2B,169611,25903,False,0.396804,True,True,9,0.868351,1.0,False,False,False,False,5,625.8,False,0.0,0.5,False,3,3.789863,0.953186,0.627217,16.227249,18.796747
ORAI2_ORAI3,ORAI2,ORAI3,80228,93129,True,0.494915,False,True,3,0.861486,1.0,False,False,False,False,6,565.1,False,0.0,0.5,False,6,0.0,0.0,0.179994,7.99823,22.422187
OSBPL10_OSBPL5,OSBPL10,OSBPL5,114884,114879,False,0.200228,False,False,5,0.869318,0.333333,True,False,True,False,7,1105.0,False,0.0,0.0,False,43,0.0,0.0,0.610508,3.965998,20.947036
OSBPL10_OSBPL8,OSBPL10,OSBPL8,114884,114882,False,0.214848,False,False,5,0.859551,0.333333,True,False,True,False,7,1105.0,False,0.0,0.25,False,84,4.176245,0.424794,0.501624,3.965998,15.855204
OSBPL10_OSBPL9,OSBPL10,OSBPL9,114884,114883,False,0.362565,False,False,5,0.976471,0.333333,True,False,True,False,8,421.0,False,0.0,0.25,True,47,7.456148,0.020806,0.474233,3.965998,45.141172
OSBPL11_OSBPL8,OSBPL11,OSBPL8,114885,114882,False,0.202475,False,False,5,0.840449,1.0,True,False,True,False,7,1105.0,False,0.0,0.0,False,83,5.958803,0.000975,0.523158,12.984082,15.855204
OSBPL1A_OSBPL2,OSBPL1A,OSBPL2,114876,9885,False,0.331579,True,True,7,0.505783,0.333333,True,False,True,False,7,910.0,False,0.0,0.5,False,31,4.131759,0.020806,-0.127197,20.281306,20.76907
OSBPL1A_OSBPL3,OSBPL1A,OSBPL3,114876,26031,False,0.232632,False,False,7,0.933754,0.25,True,False,True,False,7,682.3,False,0.0,0.333333,False,79,4.320011,0.032076,-0.062265,7.268329,20.76907
OSBPL3_OSBPL7,OSBPL3,OSBPL7,26031,114881,False,0.490417,False,True,7,0.949324,1.0,True,False,True,False,6,454.6,False,0.0,0.333333,False,61,2.188496,0.0,0.201246,7.268329,14.014844
OSBPL5_OSBPL8,OSBPL5,OSBPL8,114879,114882,False,0.550056,True,True,5,0.988764,1.0,True,False,True,False,7,1368.0,False,0.0,0.5,True,81,1.201948,0.0013,0.543027,15.855204,20.947036
OSBPL8_OSBPL9,OSBPL8,OSBPL9,114882,114883,False,0.215973,False,False,5,0.839326,1.0,True,False,True,False,8,684.0,False,0.0,0.333333,False,91,3.823448,0.0013,0.540991,15.855204,45.141172
OSBP_OSBPL1A,OSBP,OSBPL1A,5007,114876,False,0.229474,False,False,7,0.849632,0.25,True,False,True,False,7,1139.0,True,0.0,0.666667,False,67,4.612329,0.267447,0.15352,20.76907,33.506267
OSBP_OSBPL3,OSBP,OSBPL3,5007,26031,False,0.254791,False,False,7,0.90991,0.333333,True,False,True,False,7,911.3,True,0.0,0.25,False,101,9.756829,0.168679,0.388553,7.268329,33.506267
OTUD7B_TNFAIP3,OTUD7B,TNFAIP3,56957,7128,False,0.201661,False,False,3,0.937204,0.666667,False,False,False,False,5,220.2,False,0.0,0.0,False,168,7.679157,0.186606,0.193546,11.345544,34.013727
OTULIN_OTULINL,OTULIN,OTULINL,90268,54491,False,0.328652,True,False,2,0.988796,1.0,False,False,False,False,4,361.2,False,0.0,0.0,False,449,1.584189,0.070221,0.254205,4.98052,8.39511
P3H1_P3H3,P3H1,P3H3,64175,10536,False,0.375622,False,True,5,0.915528,1.0,False,False,False,False,5,398.5,False,0.0,0.25,False,122,2.104803,0.001951,0.746944,26.267416,30.222053
P4HA1_P4HA2,P4HA1,P4HA2,5033,8974,False,0.618692,True,True,3,0.998134,1.0,False,False,False,False,6,910.0,True,0.002601,0.666667,False,205,5.726124,0.322497,0.464195,10.194914,40.425833
P4HB_PDIA3,P4HB,PDIA3,5034,2923,False,0.312992,False,False,9,0.994106,1.0,True,True,True,True,8,1269.0,True,0.138997,1.0,True,335,68.657594,0.283774,0.727779,172.717979,307.143757
P4HB_PDIA4,P4HB,PDIA4,5034,9601,False,0.249612,False,False,9,0.787926,1.0,True,True,True,True,8,876.0,True,0.005852,1.0,True,267,44.639329,0.20625,0.731737,72.275381,307.143757
P4HB_PDIA5,P4HB,PDIA5,5034,10954,False,0.204239,False,False,8,0.978846,0.5,True,True,True,True,8,876.0,True,0.005852,0.0,False,251,1.142669,0.0,0.617709,14.527863,307.143757
P4HB_TXNDC5,P4HB,TXNDC5,5034,81567,False,0.204724,False,False,9,0.850688,0.5,True,True,True,True,8,910.0,True,0.005852,1.0,False,292,28.481095,0.308518,0.701232,114.820805,307.143757
PABPC1L_PABPC4,PABPC1L,PABPC4,80336,8761,False,0.630303,False,True,14,0.930408,1.0,True,False,True,True,6,1628.0,False,0.0,0.5,False,199,14.196727,0.260241,0.227081,16.696169,97.063605
PABPC1L_PABPC4L,PABPC1L,PABPC4L,80336,132430,False,0.382736,False,True,14,0.603252,0.5,False,False,True,True,6,1628.0,False,0.0,0.0,False,19,0.0,0.0,0.281236,0.840411,16.696169
PABPC4_PABPC4L,PABPC4,PABPC4L,8761,132430,False,0.422727,False,False,14,0.561271,0.5,True,False,True,True,5,1628.0,False,0.0,0.0,False,203,4.020407,0.005852,0.335672,0.840411,97.063605
PAIP2_PAIP2B,PAIP2,PAIP2B,51247,400961,False,0.559055,True,True,2,0.96875,1.0,False,False,False,False,4,250.3,False,0.0,0.0,False,22,4.656848,0.070221,1e-06,13.120664,50.244784
PAK1_PAK2,PAK1,PAK2,5058,5062,True,0.717902,False,True,10,0.947653,1.0,True,True,True,False,8,1368.0,True,0.175715,0.0,True,145,42.852244,0.120449,0.066734,29.982221,34.893009
PAK1_PAK4,PAK1,PAK4,5058,10298,False,0.321489,False,False,10,0.935811,1.0,True,True,True,False,8,1139.0,True,0.175715,0.333333,False,148,15.077429,0.236563,0.217018,13.473554,34.893009
PAPOLA_PAPOLG,PAPOLA,PAPOLG,10914,64895,False,0.548993,False,True,3,0.987936,1.0,True,True,True,True,8,1628.0,True,0.053641,1.0,False,64,1.499413,0.0,0.828151,5.69801,41.34918
PARD3_PARD3B,PARD3,PARD3B,56288,117583,False,0.367257,True,True,2,0.888725,1.0,False,False,False,False,6,454.6,True,0.027899,0.5,False,80,11.083522,0.337885,0.636874,7.50202,22.560508
PARD6A_PARD6B,PARD6A,PARD6B,50855,84612,False,0.473118,False,True,3,0.930295,1.0,False,False,False,False,6,617.25,True,0.110283,0.333333,True,128,22.269966,0.179367,0.063357,2.522303,14.782446
PARP12_TIPARP,PARP12,TIPARP,64761,25976,False,0.243937,False,True,5,0.937322,0.333333,False,False,False,False,3,454.6,False,0.0,0.0,False,23,0.0,0.0,0.44502,14.623503,25.53076
PARP12_ZC3HAV1,PARP12,ZC3HAV1,64761,56829,False,0.268293,True,False,5,0.684878,0.666667,False,False,False,False,4,315.35,False,0.0,0.0,False,221,6.954621,0.35414,0.643116,11.530027,14.623503
PARP2_PARP3,PARP2,PARP3,10038,10039,False,0.315609,False,False,3,0.92637,1.0,False,False,False,False,6,543.05,False,0.0,0.333333,False,64,1.569716,0.007802,0.465264,21.612718,26.262051
PARP6_PARP8,PARP6,PARP8,56965,79668,False,0.462529,True,True,2,0.738012,1.0,False,False,False,False,4,454.6,False,0.0,0.0,False,14,0.0,0.0,0.456472,8.621016,49.020582
PARVA_PARVB,PARVA,PARVB,55742,29780,True,0.601942,True,True,3,0.96368,1.0,False,False,False,False,6,910.0,True,0.224187,0.333333,True,53,13.279841,0.508019,0.27773,12.486075,54.18167
PBX1_PBX2,PBX1,PBX2,5087,5089,False,0.753488,False,True,4,1.0,1.0,False,False,False,False,7,910.0,False,0.0,0.333333,False,79,49.649038,0.057527,0.42944,20.029361,67.344999
PBX1_PBX3,PBX1,PBX3,5087,5090,False,0.820276,True,True,4,0.945175,0.666667,False,False,False,False,7,910.0,False,0.0,1.0,False,113,23.782305,0.074322,0.548667,19.960204,20.029361
PCBD1_PCBD2,PCBD1,PCBD2,5092,84105,False,0.484615,True,True,2,0.801527,1.0,True,False,False,False,7,1628.0,False,0.0,0.0,True,102,3.428063,0.016038,0.24231,2.911923,52.65953
PCDH1_PCDH7,PCDH1,PCDH7,5097,5099,False,0.424414,True,True,7,0.866721,1.0,False,False,False,False,6,454.6,False,0.0,0.25,False,55,3.284863,0.535111,0.283603,7.115053,17.940915
PCGF1_PCGF2,PCGF1,PCGF2,84759,7703,False,0.252907,False,False,6,0.753623,1.0,False,False,False,False,6,176.1,True,0.211704,1.0,False,173,24.276511,0.146294,0.713197,12.861216,37.002719
PCGF1_PCGF3,PCGF1,PCGF3,84759,10336,False,0.355212,False,True,6,0.934615,0.666667,False,False,False,False,7,268.65,True,0.211704,1.0,False,168,21.635666,0.124621,0.655918,12.861216,33.964589
PCGF1_PCGF5,PCGF1,PCGF5,84759,84333,False,0.316602,False,True,6,0.988462,1.0,False,False,False,False,5,250.3,True,0.211704,0.0,True,170,14.78253,0.091894,0.384792,12.861216,20.29334
PCGF1_PCGF6,PCGF1,PCGF6,84759,84108,False,0.248571,False,True,6,0.740741,0.5,False,False,False,False,5,315.35,True,0.187895,0.0,False,199,22.726087,0.248375,0.615353,9.014125,12.861216
PCGF2_PCGF3,PCGF2,PCGF3,7703,10336,False,0.247093,False,False,6,0.704348,0.666667,False,False,False,False,6,361.2,False,0.0,1.0,False,99,27.354957,0.138787,0.701332,33.964589,37.002719
PCGF2_PCGF5,PCGF2,PCGF5,7703,84333,False,0.223837,False,False,6,0.744928,1.0,False,False,False,False,6,324.5,False,0.0,0.0,False,102,20.855787,0.107932,0.44242,20.29334,37.002719
PCGF2_PCGF6,PCGF2,PCGF6,7703,84108,False,0.24,False,False,6,0.982906,0.5,False,False,False,False,6,454.6,True,0.164086,0.0,False,134,21.610065,0.15648,0.563441,9.014125,37.002719
PCGF3_PCGF5,PCGF3,PCGF5,10336,84333,False,0.417969,True,True,6,0.945525,0.666667,False,False,False,False,7,342.85,False,0.0,0.0,False,78,65.294859,0.287169,0.284289,20.29334,33.964589
PCGF3_PCGF6,PCGF3,PCGF6,10336,84108,False,0.237143,False,True,6,0.692308,0.333333,False,False,False,False,7,407.9,True,0.164086,0.0,False,115,49.385603,0.307883,0.456801,9.014125,33.964589
PCGF5_PCGF6,PCGF5,PCGF6,84333,84108,False,0.242857,False,True,6,0.732194,0.5,False,False,False,False,4,389.55,True,0.164086,0.0,False,118,42.132736,0.428581,0.583173,9.014125,20.29334
PCNX1_PCNX2,PCNX1,PCNX2,22990,80003,False,0.39812,False,True,3,0.912895,1.0,False,False,False,False,6,910.0,False,0.0,0.0,False,10,2.790098,0.953186,0.21449,5.013034,13.408204
PCNX1_PCNX3,PCNX1,PCNX3,22990,399909,False,0.459633,True,True,3,0.868915,1.0,False,False,False,False,6,910.0,False,0.0,0.0,False,29,2.171201,0.953186,0.572008,13.408204,21.115894
PCNX2_PCNX3,PCNX2,PCNX3,80003,399909,False,0.413664,False,True,3,0.951824,1.0,False,False,False,False,6,910.0,False,0.0,0.0,False,30,2.092302,0.953186,0.426099,5.013034,21.115894
PCYOX1_PCYOX1L,PCYOX1,PCYOX1L,51449,78991,False,0.352475,True,True,2,0.978261,1.0,False,False,False,False,5,583.25,False,0.0,0.0,False,35,3.874699,0.00065,0.237606,10.911132,37.299853
PDE2A_PDE5A,PDE2A,PDE5A,5138,8654,False,0.234857,False,False,8,0.929936,0.666667,False,False,False,False,6,876.0,False,0.0,0.5,False,13,0.0,0.0,0.323003,17.395423,29.010331
PDE7A_PDE7B,PDE7A,PDE7B,5150,27115,False,0.539419,True,True,11,0.960239,1.0,False,False,False,False,4,407.9,False,0.0,0.0,False,6,0.0,0.0,0.020181,4.654583,11.833349
PDGFA_PDGFB,PDGFA,PDGFB,5154,5155,False,0.390042,True,False,2,0.876033,1.0,False,False,False,False,4,454.6,True,0.002601,0.5,False,84,22.745405,0.093273,0.452914,17.66262,30.99935
PDIA3_PDIA4,PDIA3,PDIA4,2923,9601,False,0.314729,True,False,8,0.783282,1.0,True,True,True,True,7,1235.0,True,0.405288,1.0,True,237,38.256683,0.150629,0.908434,72.275381,172.717979
PDIA3_PDIA6,PDIA3,PDIA6,2923,10130,False,0.2,False,False,7,0.974308,0.5,True,True,True,True,8,1628.0,True,0.206545,0.5,False,280,53.950697,0.306416,0.899512,65.278068,172.717979
PDIA3_TXNDC5,PDIA3,TXNDC5,2923,81567,False,0.20396,False,False,9,0.855731,0.5,True,True,True,True,7,1628.0,True,0.405288,1.0,False,253,37.345211,0.357564,0.820653,114.820805,172.717979
PDK1_PDK2,PDK1,PDK2,5163,5164,False,0.611842,True,True,5,0.892779,1.0,True,False,True,False,8,682.3,False,0.0,0.333333,True,291,11.44682,0.022367,-0.036287,4.525087,38.182364
PDK1_PDK3,PDK1,PDK3,5163,5165,False,0.600877,False,True,5,0.910284,1.0,True,False,True,False,8,454.6,False,0.0,1.0,True,320,11.440761,0.063459,0.549949,4.525087,8.007574
PDLIM1_PDLIM4,PDLIM1,PDLIM4,9124,8572,False,0.442424,False,True,4,0.996979,1.0,False,False,False,False,4,454.6,True,0.064369,0.25,False,56,1.540267,0.002601,0.331416,38.559521,174.014008
PDLIM5_PDLIM7,PDLIM5,PDLIM7,10611,9260,False,0.3472,False,True,11,0.731629,0.666667,False,False,False,False,5,454.6,False,0.0,0.25,True,248,13.383278,0.194558,0.558148,32.089038,152.705438
PDLIM7_TGFB1I1,PDLIM7,TGFB1I1,9260,7041,False,0.206074,False,False,10,0.991342,0.333333,True,False,False,False,6,911.3,False,0.0,0.333333,False,211,3.57069,0.349805,0.777649,104.238773,152.705438
PDS5A_PDS5B,PDS5A,PDS5B,23244,23047,True,0.635798,True,True,2,0.924033,0.0,True,False,True,True,8,1368.0,True,0.981361,1.0,True,111,73.275493,0.215403,0.758986,11.796482,24.6102
PEAR1_SCARF1,PEAR1,SCARF1,375033,8578,False,0.204436,False,False,6,0.800578,0.5,False,False,False,False,6,617.25,False,0.0,0.0,False,25,0.0,0.0,0.600368,16.503444,23.098089
PELI1_PELI2,PELI1,PELI2,57162,57161,False,0.809524,True,True,3,0.995249,1.0,False,False,False,False,5,910.0,True,0.011704,1.0,False,79,17.437769,0.017772,0.550832,10.635595,28.619883
PELI1_PELI3,PELI1,PELI3,57162,246330,False,0.624733,False,True,3,0.891489,1.0,False,False,False,False,6,910.0,True,0.011704,0.5,False,62,11.692417,0.240247,-0.014635,14.062408,28.619883
PELI2_PELI3,PELI2,PELI3,57161,246330,False,0.628998,False,True,3,0.895745,1.0,False,False,False,False,6,910.0,False,0.0,0.5,False,46,10.207689,0.185956,0.306566,10.635595,14.062408
PER1_PER2,PER1,PER2,5187,8864,False,0.412403,True,True,3,0.972889,1.0,False,False,False,False,6,454.6,False,0.0,0.0,True,59,17.639067,0.166775,0.615631,12.209649,145.634078
PER1_PER3,PER1,PER3,5187,8863,False,0.316279,False,True,3,0.938033,1.0,False,False,False,False,6,454.6,False,0.0,0.5,True,48,5.92048,0.013871,0.461158,18.210715,145.634078
PER2_PER3,PER2,PER3,8864,8863,False,0.328287,False,True,3,0.964172,1.0,False,False,False,False,6,454.6,False,0.0,0.0,True,34,6.480384,0.003034,0.672056,12.209649,18.210715
PEX11A_PEX11B,PEX11A,PEX11B,8800,8799,False,0.3861,True,True,2,0.953846,1.0,True,False,False,False,6,315.35,False,0.0,0.0,False,18,8.588408,0.099263,0.29085,8.555022,35.591137
PFKFB2_PFKFB4,PFKFB2,PFKFB4,5208,5210,False,0.619802,False,True,4,0.928854,1.0,True,False,True,False,8,4200.0,False,0.0,0.0,False,45,1.604458,0.0,0.152724,7.29409,11.117619
PFKFB3_PFKFB4,PFKFB3,PFKFB4,5209,5210,False,0.586142,False,True,4,0.826011,1.0,True,False,True,False,8,4200.0,False,0.0,0.0,True,36,8.516645,0.007802,0.165922,7.29409,85.445413
PFKL_PFKP,PFKL,PFKP,5211,5214,False,0.65051,False,True,3,0.994904,1.0,True,True,True,False,7,4200.0,True,0.806854,0.0,True,167,46.031922,0.273639,0.3558,50.09399,109.756647
PFKM_PFKP,PFKM,PFKP,5213,5214,False,0.631022,True,True,3,0.888009,1.0,True,True,True,False,7,4200.0,False,0.0,0.0,True,169,45.624442,0.403585,0.499958,50.09399,63.767777
PGAP6_TMEM8B,PGAP6,TMEM8B,58986,51754,False,0.265888,True,False,3,0.834595,1.0,False,False,False,False,5,454.6,False,0.0,0.0,False,22,0.0,0.0,0.20002,21.47588,36.163358
PGBD1_PGBD2,PGBD1,PGBD2,84547,267002,False,0.320148,True,False,3,0.732099,0.5,False,False,False,False,1,102.85,False,0.0,0.0,True,25,0.0,0.0,0.386609,3.897336,5.990538
PGM2_PGM2L1,PGM2,PGM2L1,55276,283209,True,0.569132,True,True,2,0.983949,1.0,True,False,True,False,7,4200.0,False,0.0,0.0,False,25,4.554358,0.426528,-0.061677,4.839371,18.658635
PGRMC1_PGRMC2,PGRMC1,PGRMC2,10857,10424,False,0.40081,True,True,2,0.790323,1.0,True,False,True,False,8,1628.0,True,0.789337,0.0,True,241,18.291596,0.203945,0.572056,41.004742,122.707155
PHACTR2_PHACTR4,PHACTR2,PHACTR4,9749,65979,False,0.367978,True,True,4,0.906031,1.0,False,False,False,False,6,625.8,False,0.0,0.0,False,39,16.304019,0.160691,0.596053,7.150486,15.383104
PHC1_PHC2,PHC1,PHC2,1911,1912,False,0.322709,False,True,3,0.854726,1.0,False,False,False,False,5,648.3,True,0.049523,1.0,True,118,35.726205,0.027135,0.364373,14.114135,103.925404
PHC1_PHC3,PHC1,PHC3,1911,80012,False,0.310757,False,True,3,0.991045,0.5,False,False,False,False,5,389.55,True,0.049573,1.0,True,57,32.437334,0.03381,0.641019,8.237047,14.114135
PHETA1_PHETA2,PHETA1,PHETA2,144717,150368,False,0.362595,True,False,2,0.988593,1.0,False,False,False,False,5,910.0,False,0.0,0.0,True,24,10.158395,0.338535,0.516673,12.446309,13.107529
PHF2_PHF8,PHF2,PHF8,5253,23133,False,0.472628,True,True,5,0.967183,1.0,True,False,True,False,6,454.6,False,0.0,0.5,False,84,8.729364,0.007542,0.750068,14.93987,31.378363
PHKA2_PHKB,PHKA2,PHKB,5256,5257,False,0.320648,False,False,3,0.885113,1.0,False,False,False,False,6,910.0,True,0.032943,0.0,True,44,17.213128,0.019668,0.440412,12.781568,17.19482
PI4K2A_PI4K2B,PI4K2A,PI4K2B,55361,55300,False,0.577963,True,True,2,0.995851,1.0,True,False,True,False,8,1105.0,True,0.173467,0.0,False,51,1.444994,0.005202,0.442653,12.033757,22.416695
PIAS1_PIAS2,PIAS1,PIAS2,8554,9063,False,0.54977,False,True,6,0.95107,1.0,True,False,True,False,8,648.3,True,0.486346,0.0,True,218,50.444107,0.109355,0.513456,5.007039,15.857002
PIAS2_PIAS3,PIAS2,PIAS3,9063,10401,False,0.544586,False,True,6,0.988871,1.0,True,False,True,False,8,648.3,True,0.175553,1.0,False,172,33.371187,0.14987,0.497519,5.007039,42.56123
PIAS2_PIAS4,PIAS2,PIAS4,9063,51588,False,0.388084,False,True,6,0.821543,1.0,True,False,True,False,8,454.6,False,0.0,1.0,True,219,12.527396,0.162194,0.559526,5.007039,18.091706
PIK3C2A_PIK3C2B,PIK3C2A,PIK3C2B,5286,5287,False,0.450178,True,True,8,0.969176,1.0,False,False,True,True,7,910.0,True,0.111834,0.5,False,81,7.972431,0.192978,0.401817,11.062046,20.004818
PIK3R1_PIK3R2,PIK3R1,PIK3R2,5295,5296,False,0.590659,True,True,3,0.994513,1.0,False,False,False,False,6,910.0,True,0.153032,0.0,True,325,69.398154,0.091427,0.118139,27.388787,45.499179
PIK3R1_PIK3R3,PIK3R1,PIK3R3,5295,8503,False,0.464088,False,True,3,0.637241,0.666667,False,False,False,False,6,910.0,True,0.153032,0.0,True,375,34.559382,0.08399,0.363856,16.422974,45.499179
PIK3R2_PIK3R3,PIK3R2,PIK3R3,5296,8503,False,0.429945,False,True,3,0.633745,0.666667,False,False,False,False,6,910.0,False,0.0,0.0,True,254,28.563492,0.111617,0.028126,16.422974,27.388787
PIM1_PIM2,PIM1,PIM2,5292,11040,False,0.549521,False,True,4,0.993631,1.0,False,False,True,False,5,486.55,False,0.0,0.5,False,67,6.562931,0.020481,0.215109,19.355532,74.694835
PIM1_PIM3,PIM1,PIM3,5292,415116,False,0.662577,True,True,4,0.960245,1.0,False,False,True,False,6,797.0,False,0.0,0.5,False,50,2.568014,0.005202,0.615266,74.694835,102.093967
PIM2_PIM3,PIM2,PIM3,11040,415116,False,0.56135,False,True,4,0.954128,1.0,False,False,True,False,6,486.55,False,0.0,1.0,False,21,2.944765,0.005202,0.307875,19.355532,102.093967
PIP4K2A_PIP5K1B,PIP4K2A,PIP5K1B,5305,8395,False,0.218519,False,False,7,0.74,1.0,True,True,True,True,8,1269.0,True,0.019181,0.0,False,111,0.0,0.0,0.175325,6.070137,32.445877
PIP4K2A_PIP5KL1,PIP4K2A,PIP5KL1,5305,138429,False,0.224138,False,False,7,0.970516,1.0,False,False,True,True,7,853.5,False,0.0,0.333333,False,107,1.771118,0.178153,0.023005,1.684858,32.445877
PIP4K2B_PIP5K1B,PIP4K2B,PIP5K1B,8396,8395,False,0.242593,False,False,7,0.758182,1.0,True,True,True,True,8,1628.0,True,0.019181,0.5,False,48,1.85783,0.007802,0.224083,6.070137,44.238565
PIP4K2B_PIP5KL1,PIP4K2B,PIP5KL1,8396,138429,False,0.209135,False,False,7,0.947242,1.0,False,False,True,True,7,797.0,False,0.0,0.0,False,46,0.0,0.0,0.290078,1.684858,44.238565
PIP4K2C_PIP5K1B,PIP4K2C,PIP5K1B,79837,8395,False,0.225926,False,False,7,0.767273,1.0,True,True,True,True,8,862.7,True,0.019181,0.5,False,50,0.0,0.0,0.343095,6.070137,30.283925
PIP4K2C_PIP5KL1,PIP4K2C,PIP5KL1,79837,138429,False,0.206651,False,False,7,0.936019,1.0,False,False,True,True,7,447.2,False,0.0,0.0,False,47,0.0,0.0,0.646256,1.684858,30.283925
PIP4P1_PIP4P2,PIP4P1,PIP4P2,90809,55529,False,0.517606,True,True,2,0.905263,1.0,False,False,False,False,6,682.3,False,0.0,0.0,False,30,6.512455,0.0013,0.307383,14.170794,43.2965
PIP5K1A_PIP5K1B,PIP5K1A,PIP5K1B,8394,8395,True,0.567616,False,True,7,0.976909,1.0,True,True,True,True,8,1628.0,True,0.019181,0.25,False,66,6.125964,0.015171,0.051393,6.070137,29.438867
PIP5K1B_PIP5K1C,PIP5K1B,PIP5K1C,8395,23396,False,0.472419,False,True,7,0.776836,1.0,True,True,True,True,8,1628.0,True,0.019181,0.333333,False,28,7.361135,0.015171,0.342863,6.070137,40.228856
PITPNA_PITPNB,PITPNA,PITPNB,5306,23760,False,0.754579,True,True,5,0.989051,1.0,False,False,False,False,6,910.0,False,0.0,1.0,False,42,3.608695,0.00065,0.519979,55.207891,61.786588
PITPNA_PITPNC1,PITPNA,PITPNC1,5306,26207,False,0.331325,False,False,5,0.813814,1.0,False,False,False,False,6,853.5,False,0.0,0.333333,False,29,0.0,0.0,0.139644,9.869969,61.786588
PITPNB_PITPNC1,PITPNB,PITPNC1,23760,26207,False,0.298193,False,False,5,0.822823,1.0,False,False,False,False,6,853.5,False,0.0,0.333333,False,43,0.0,0.0,0.164365,9.869969,55.207891
PITPNM1_PITPNM2,PITPNM1,PITPNM2,9600,57605,False,0.531505,True,False,6,0.922222,1.0,False,False,False,False,6,910.0,False,0.0,0.0,False,10,9.274718,0.014304,0.372504,13.745066,25.249771
PJA1_PJA2,PJA1,PJA2,64219,9867,False,0.446328,True,False,5,0.908322,1.0,False,False,False,False,4,226.1,False,0.0,0.0,False,128,15.425966,0.323407,0.725255,22.743641,74.813694
PKN1_PKN2,PKN1,PKN2,5585,5586,False,0.587398,True,True,12,0.963452,1.0,False,False,True,True,7,910.0,True,0.029584,0.5,False,192,5.974122,0.06279,0.39376,18.193559,75.243286
PKN1_PKN3,PKN1,PKN3,5585,29941,False,0.494726,False,True,12,0.937829,1.0,False,False,True,True,7,910.0,True,0.029584,0.0,False,186,4.99581,0.076203,0.465583,11.591846,75.243286
PKN1_PRKCA,PKN1,PRKCA,5585,5578,False,0.21519,False,False,12,0.709168,0.4,True,False,True,True,8,910.0,True,0.025466,0.25,False,262,6.358486,0.114579,0.253079,11.915552,75.243286
PKN1_PRKCD,PKN1,PRKCD,5585,5580,False,0.225738,False,False,12,0.713383,0.5,True,False,True,True,7,910.0,True,0.024789,0.2,False,200,3.579609,0.022627,0.272044,40.08417,75.243286
PKN1_PRKCE,PKN1,PRKCE,5585,5581,False,0.21519,False,False,12,0.777661,0.4,True,False,True,True,7,1139.0,True,0.029584,0.0,False,157,2.424003,0.299523,0.379366,5.804393,75.243286
PKN2_PKN3,PKN2,PKN3,5586,29941,False,0.46748,False,True,12,0.903553,1.0,False,False,True,True,7,910.0,False,0.0,0.0,False,173,7.85864,0.053316,0.579893,11.591846,18.193559
PKN2_PRKCA,PKN2,PRKCA,5586,5578,False,0.207317,False,False,12,0.683249,0.4,True,False,True,True,8,910.0,True,0.024642,0.333333,False,254,3.692993,0.346121,0.209029,11.915552,18.193559
PKN2_PRKCE,PKN2,PRKCE,5586,5581,False,0.223577,False,False,12,0.749239,0.4,True,False,True,True,7,1139.0,False,0.0,0.0,False,145,3.756695,0.275683,0.272728,5.804393,18.193559
PKN2_PRKCH,PKN2,PRKCH,5586,5583,False,0.207317,False,False,12,0.694416,0.4,True,False,True,True,7,1139.0,False,0.0,0.333333,False,104,2.787195,0.002601,0.483101,10.843681,18.193559
PKN3_PRKCA,PKN3,PRKCA,29941,5578,False,0.221597,False,False,12,0.75618,0.4,True,False,True,True,8,910.0,True,0.024642,0.0,False,250,1.36093,0.055917,-0.015805,11.591846,11.915552
PKN3_PRKCD,PKN3,PRKCD,29941,5580,False,0.233971,False,False,12,0.760674,0.5,True,False,True,True,7,910.0,True,0.02319,0.0,False,185,1.093716,0.479844,0.381064,11.591846,40.08417
PKN3_PRKCE,PKN3,PRKCE,29941,5581,False,0.220472,False,False,12,0.829213,0.4,True,False,True,True,7,1139.0,False,0.0,1.0,False,142,0.0,0.0,0.275858,5.804393,11.591846
PKN3_PRKCH,PKN3,PRKCH,29941,5583,False,0.215973,False,False,12,0.768539,0.4,True,False,True,True,7,1139.0,False,0.0,0.0,False,98,1.259364,0.0,0.555976,10.843681,11.591846
